p1_height,p2_height,p1_growth_days,p2_growth_days,p1_leaf_shape,p2_leaf_shape,p1_flower_color,p2_flower_color,p1_climate,p2_climate,p1_resistance,p2_resistance,p1_yield,p2_yield,same_family,target_height,target_growth_days,target_leaf_shape,target_flower_color,target_climate,target_resistance,target_yield_level
300,30,130,100,0,5,1,2,2,8,3,2,3,3,0,151.5,111.2,Intermediate,Purple,Temperate,Very High,High
30,300,100,130,5,0,2,1,8,2,2,3,3,3,0,162.3,108.4,Intermediate,Purple,Temperate,Very High,High
300,30,130,100,0,5,1,2,2,8,3,2,3,3,0,166.4,121.4,Ovate,Purple,Temperate,Very High,High
30,300,100,130,5,0,2,1,8,2,2,3,3,3,0,165.8,108.3,Cordate,Intermediate,Tropical/Subtropical,Very High,High
300,30,130,100,0,5,1,2,2,8,3,2,3,3,0,175.3,113.8,Cordate,Purple,Temperate,Very High,High
30,300,100,130,5,0,2,1,8,2,2,3,3,3,0,165.8,117.7,Intermediate,Yellow,Temperate,Very High,High
300,30,130,100,0,5,1,2,2,8,3,2,3,3,0,174.1,122.4,Cordate,Intermediate,Tropical/Subtropical,Very High,High
30,300,100,130,5,0,2,1,8,2,2,3,3,3,0,160.1,121.0,Intermediate,Intermediate,Temperate,Very High,High
300,30,130,100,0,5,1,2,2,8,3,2,3,3,0,159.0,122.4,Intermediate,Intermediate,Tropical/Subtropical,Very High,High
30,300,100,130,5,0,2,1,8,2,2,3,3,3,0,169.6,132.1,Intermediate,Intermediate,Temperate,Very High,High
300,30,130,100,0,5,1,2,2,8,3,2,3,3,0,156.9,118.8,Intermediate,Intermediate,Temperate,Very High,High
30,300,100,130,5,0,2,1,8,2,2,3,3,3,0,165.7,107.3,Cordate,Intermediate,Temperate,Very High,High
300,30,130,100,0,5,1,2,2,8,3,2,3,3,0,173.4,115.6,Intermediate,Yellow,Tropical/Subtropical,Very High,High
30,300,100,130,5,0,2,1,8,2,2,3,3,3,0,154.8,111.4,Intermediate,Intermediate,Tropical/Subtropical,Very High,High
300,30,130,100,0,5,1,2,2,8,3,2,3,3,0,164.3,110.7,Intermediate,Yellow,Tropical/Subtropical,Very High,High
30,300,100,130,5,0,2,1,8,2,2,3,3,3,0,165.3,114.9,Intermediate,Intermediate,Tropical/Subtropical,Very High,High
300,300,130,270,0,4,1,0,2,0,3,3,3,4,0,295.5,195.2,Intermediate,White,Temperate,Very High,Very High
300,300,270,130,4,0,0,1,0,2,3,3,4,3,0,315.0,177.8,Ovate,White,Temperate,Very High,Very High
300,300,130,270,0,4,1,0,2,0,3,3,3,4,0,289.5,205.7,Intermediate,Intermediate,Temperate,Very High,Very High
300,300,270,130,4,0,0,1,0,2,3,3,4,3,0,296.8,217.0,Intermediate,Yellow,Tropical,Very High,Very High
300,300,130,270,0,4,1,0,2,0,3,3,3,4,0,282.8,187.3,Palmate,White,Temperate,Very High,Very High
300,300,270,130,4,0,0,1,0,2,3,3,4,3,0,292.4,189.9,Ovate,Yellow,Tropical,Very High,Very High
300,300,130,270,0,4,1,0,2,0,3,3,3,4,0,305.6,222.0,Palmate,Yellow,Tropical,Very High,Very High
300,300,270,130,4,0,0,1,0,2,3,3,4,3,0,297.2,198.0,Intermediate,Yellow,Tropical,Very High,Very High
300,300,130,270,0,4,1,0,2,0,3,3,3,4,0,299.5,211.1,Intermediate,Intermediate,Tropical,Very High,Very High
300,300,270,130,4,0,0,1,0,2,3,3,4,3,0,291.3,205.0,Intermediate,White,Temperate,Very High,Very High
300,300,130,270,0,4,1,0,2,0,3,3,3,4,0,304.4,203.9,Ovate,White,Temperate,Very High,Very High
300,300,270,130,4,0,0,1,0,2,3,3,4,3,0,277.3,197.1,Intermediate,Intermediate,Tropical,Very High,Very High
300,300,130,270,0,4,1,0,2,0,3,3,3,4,0,290.3,224.4,Palmate,Yellow,Tropical,Very High,Very High
300,300,270,130,4,0,0,1,0,2,3,3,4,3,0,321.1,189.1,Palmate,White,Tropical,Very High,Very High
300,300,130,270,0,4,1,0,2,0,3,3,3,4,0,316.1,206.7,Intermediate,Intermediate,Tropical,Very High,Very High
300,300,270,130,4,0,0,1,0,2,3,3,4,3,0,319.4,202.3,Ovate,Intermediate,Tropical,Very High,Very High
300,50,130,70,0,6,1,1,2,6,3,1,3,3,0,162.6,96.7,Intermediate,Yellow,Temperate,Very High,High
50,300,70,130,6,0,1,1,6,2,1,3,3,3,0,186.4,93.3,Intermediate,Yellow,Cool Temperate,Very High,High
300,50,130,70,0,6,1,1,2,6,3,1,3,3,0,166.3,100.3,Intermediate,Yellow,Cool Temperate,Very High,High
50,300,70,130,6,0,1,1,6,2,1,3,3,3,0,175.7,99.6,Oblong,Yellow,Temperate,Very High,High
300,50,130,70,0,6,1,1,2,6,3,1,3,3,0,178.9,89.0,Oblong,Yellow,Cool Temperate,Very High,High
50,300,70,130,6,0,1,1,6,2,1,3,3,3,0,193.0,104.0,Oblong,Yellow,Temperate,Very High,High
300,50,130,70,0,6,1,1,2,6,3,1,3,3,0,187.7,97.0,Oblong,Yellow,Cool Temperate,Very High,High
50,300,70,130,6,0,1,1,6,2,1,3,3,3,0,176.1,100.5,Ovate,Yellow,Temperate,Very High,High
300,50,130,70,0,6,1,1,2,6,3,1,3,3,0,177.1,100.3,Intermediate,Yellow,Cool Temperate,Very High,High
50,300,70,130,6,0,1,1,6,2,1,3,3,3,0,191.5,100.2,Oblong,Yellow,Cool Temperate,Very High,High
300,50,130,70,0,6,1,1,2,6,3,1,3,3,0,185.4,98.5,Intermediate,Yellow,Cool Temperate,Very High,High
50,300,70,130,6,0,1,1,6,2,1,3,3,3,0,161.7,96.9,Oblong,Yellow,Cool Temperate,Very High,High
300,50,130,70,0,6,1,1,2,6,3,1,3,3,0,161.2,101.7,Ovate,Yellow,Temperate,Very High,High
50,300,70,130,6,0,1,1,6,2,1,3,3,3,0,178.9,101.0,Intermediate,Yellow,Temperate,Very High,High
300,50,130,70,0,6,1,1,2,6,3,1,3,3,0,175.6,87.2,Intermediate,Yellow,Temperate,Very High,High
50,300,70,130,6,0,1,1,6,2,1,3,3,3,0,163.5,99.0,Intermediate,Yellow,Temperate,Very High,High
300,130,130,100,0,10,1,1,2,2,3,2,3,4,0,223.3,123.0,Intermediate,Yellow,Temperate,Very High,Very High
130,300,100,130,10,0,1,1,2,2,2,3,4,3,0,200.9,111.4,Intermediate,Yellow,Temperate,Very High,Very High
300,130,130,100,0,10,1,1,2,2,3,2,3,4,0,206.2,119.0,Intermediate,Yellow,Temperate,Very High,Very High
130,300,100,130,10,0,1,1,2,2,2,3,4,3,0,225.5,97.0,Intermediate,Yellow,Temperate,Very High,Very High
300,130,130,100,0,10,1,1,2,2,3,2,3,4,0,216.2,115.5,Ovate,Yellow,Temperate,Very High,Very High
130,300,100,130,10,0,1,1,2,2,2,3,4,3,0,196.5,115.3,Lobed,Yellow,Temperate,Very High,Very High
300,130,130,100,0,10,1,1,2,2,3,2,3,4,0,214.6,112.9,Intermediate,Yellow,Temperate,Very High,Very High
130,300,100,130,10,0,1,1,2,2,2,3,4,3,0,230.1,113.3,Intermediate,Yellow,Temperate,Very High,Very High
300,130,130,100,0,10,1,1,2,2,3,2,3,4,0,212.3,124.1,Lobed,Yellow,Temperate,Very High,Very High
130,300,100,130,10,0,1,1,2,2,2,3,4,3,0,201.3,107.5,Lobed,Yellow,Temperate,Very High,Very High
300,130,130,100,0,10,1,1,2,2,3,2,3,4,0,183.5,116.4,Ovate,Yellow,Temperate,Very High,Very High
130,300,100,130,10,0,1,1,2,2,2,3,4,3,0,207.5,119.2,Intermediate,Yellow,Temperate,Very High,Very High
300,130,130,100,0,10,1,1,2,2,3,2,3,4,0,231.2,102.4,Intermediate,Yellow,Temperate,Very High,Very High
130,300,100,130,10,0,1,1,2,2,2,3,4,3,0,219.7,120.8,Intermediate,Yellow,Temperate,Very High,Very High
300,130,130,100,0,10,1,1,2,2,3,2,3,4,0,226.3,104.9,Ovate,Yellow,Temperate,Very High,Very High
130,300,100,130,10,0,1,1,2,2,2,3,4,3,0,215.0,114.3,Intermediate,Yellow,Temperate,Very High,Very High
300,150,130,150,0,4,1,0,2,1,3,1,3,3,0,198.9,129.0,Intermediate,Yellow,Temperate,Very High,High
150,300,150,130,4,0,0,1,1,2,1,3,3,3,0,222.2,142.3,Intermediate,Intermediate,Temperate,Very High,High
300,150,130,150,0,4,1,0,2,1,3,1,3,3,0,237.2,145.5,Ovate,Intermediate,Temperate,Very High,High
150,300,150,130,4,0,0,1,1,2,1,3,3,3,0,239.8,141.2,Ovate,Yellow,Subtropical,Very High,High
300,150,130,150,0,4,1,0,2,1,3,1,3,3,0,224.3,141.8,Intermediate,White,Temperate,Very High,High
150,300,150,130,4,0,0,1,1,2,1,3,3,3,0,236.0,145.0,Ovate,White,Temperate,Very High,High
300,150,130,150,0,4,1,0,2,1,3,1,3,3,0,223.7,143.7,Intermediate,White,Subtropical,Very High,High
150,300,150,130,4,0,0,1,1,2,1,3,3,3,0,228.7,132.3,Palmate,Intermediate,Temperate,Very High,High
300,150,130,150,0,4,1,0,2,1,3,1,3,3,0,230.7,142.9,Ovate,White,Temperate,Very High,High
150,300,150,130,4,0,0,1,1,2,1,3,3,3,0,222.2,139.1,Ovate,Intermediate,Temperate,Very High,High
300,150,130,150,0,4,1,0,2,1,3,1,3,3,0,229.3,152.5,Palmate,White,Temperate,Very High,High
150,300,150,130,4,0,0,1,1,2,1,3,3,3,0,234.0,140.6,Palmate,White,Temperate,Very High,High
300,150,130,150,0,4,1,0,2,1,3,1,3,3,0,218.7,142.9,Intermediate,White,Temperate,Very High,High
150,300,150,130,4,0,0,1,1,2,1,3,3,3,0,233.2,151.1,Intermediate,Intermediate,Subtropical,Very High,High
300,150,130,150,0,4,1,0,2,1,3,1,3,3,0,230.4,142.0,Ovate,Intermediate,Temperate,Very High,High
150,300,150,130,4,0,0,1,1,2,1,3,3,3,0,242.8,138.7,Ovate,Intermediate,Subtropical,Very High,High
300,200,130,170,0,4,1,1,2,0,3,2,3,1,0,255.3,144.4,Intermediate,Yellow,Temperate,Very High,High
200,300,170,130,4,0,1,1,0,2,2,3,1,3,0,228.8,159.7,Intermediate,Yellow,Temperate,Very High,High
300,200,130,170,0,4,1,1,2,0,3,2,3,1,0,236.9,150.4,Ovate,Yellow,Tropical,Very High,High
200,300,170,130,4,0,1,1,0,2,2,3,1,3,0,258.4,157.0,Palmate,Yellow,Temperate,Very High,High
300,200,130,170,0,4,1,1,2,0,3,2,3,1,0,250.7,137.8,Intermediate,Yellow,Temperate,Very High,High
200,300,170,130,4,0,1,1,0,2,2,3,1,3,0,263.6,159.5,Intermediate,Yellow,Temperate,Very High,High
300,200,130,170,0,4,1,1,2,0,3,2,3,1,0,234.9,151.0,Intermediate,Yellow,Tropical,Very High,High
200,300,170,130,4,0,1,1,0,2,2,3,1,3,0,275.7,154.9,Intermediate,Yellow,Temperate,Very High,High
300,200,130,170,0,4,1,1,2,0,3,2,3,1,0,234.5,142.6,Palmate,Yellow,Tropical,Very High,High
200,300,170,130,4,0,1,1,0,2,2,3,1,3,0,241.4,133.3,Intermediate,Yellow,Tropical,Very High,High
300,200,130,170,0,4,1,1,2,0,3,2,3,1,0,241.4,155.1,Palmate,Yellow,Temperate,Very High,High
200,300,170,130,4,0,1,1,0,2,2,3,1,3,0,228.4,158.4,Palmate,Yellow,Temperate,Very High,High
300,200,130,170,0,4,1,1,2,0,3,2,3,1,0,251.2,150.8,Palmate,Yellow,Temperate,Very High,High
200,300,170,130,4,0,1,1,0,2,2,3,1,3,0,255.1,157.9,Intermediate,Yellow,Temperate,Very High,High
300,200,130,170,0,4,1,1,2,0,3,2,3,1,0,266.2,147.1,Intermediate,Yellow,Tropical,Very High,High
200,300,170,130,4,0,1,1,0,2,2,3,1,3,0,247.5,137.2,Ovate,Yellow,Temperate,Very High,High
300,180,130,90,0,2,1,3,2,8,3,1,3,3,0,210.8,113.0,Ovate,Yellow,Temperate,Very High,High
180,300,90,130,2,0,3,1,8,2,1,3,3,3,0,249.2,109.0,Elliptical,Yellow,Tropical/Subtropical,Very High,High
300,180,130,90,0,2,1,3,2,8,3,1,3,3,0,239.3,117.2,Elliptical,Intermediate,Temperate,Very High,High
180,300,90,130,2,0,3,1,8,2,1,3,3,3,0,233.5,98.2,Intermediate,Intermediate,Tropical/Subtropical,Very High,High
300,180,130,90,0,2,1,3,2,8,3,1,3,3,0,224.6,114.9,Ovate,Intermediate,Temperate,Very High,High
180,300,90,130,2,0,3,1,8,2,1,3,3,3,0,231.3,116.6,Intermediate,Intermediate,Tropical/Subtropical,Very High,High
300,180,130,90,0,2,1,3,2,8,3,1,3,3,0,217.7,104.1,Intermediate,Intermediate,Temperate,Very High,High
180,300,90,130,2,0,3,1,8,2,1,3,3,3,0,226.1,108.5,Intermediate,Pink,Tropical/Subtropical,Very High,High
300,180,130,90,0,2,1,3,2,8,3,1,3,3,0,225.8,112.5,Intermediate,Pink,Tropical/Subtropical,Very High,High
180,300,90,130,2,0,3,1,8,2,1,3,3,3,0,253.0,103.1,Elliptical,Intermediate,Temperate,Very High,High
300,180,130,90,0,2,1,3,2,8,3,1,3,3,0,239.6,108.9,Intermediate,Yellow,Tropical/Subtropical,Very High,High
180,300,90,130,2,0,3,1,8,2,1,3,3,3,0,237.4,115.3,Ovate,Pink,Temperate,Very High,High
300,180,130,90,0,2,1,3,2,8,3,1,3,3,0,244.4,109.5,Intermediate,Intermediate,Tropical/Subtropical,Very High,High
180,300,90,130,2,0,3,1,8,2,1,3,3,3,0,256.4,114.2,Ovate,Yellow,Temperate,Very High,High
300,180,130,90,0,2,1,3,2,8,3,1,3,3,0,229.5,116.3,Intermediate,Intermediate,Temperate,Very High,High
180,300,90,130,2,0,3,1,8,2,1,3,3,3,0,230.5,119.4,Elliptical,Yellow,Temperate,Very High,High
300,100,130,80,0,0,1,1,2,2,3,3,3,1,0,210.9,105.5,Ovate,Yellow,Temperate,Very High,High
100,300,80,130,0,0,1,1,2,2,3,3,1,3,0,217.0,112.0,Ovate,Yellow,Temperate,Very High,High
300,100,130,80,0,0,1,1,2,2,3,3,3,1,0,206.1,100.1,Ovate,Yellow,Temperate,Very High,High
100,300,80,130,0,0,1,1,2,2,3,3,1,3,0,200.1,102.5,Ovate,Yellow,Temperate,Very High,High
300,100,130,80,0,0,1,1,2,2,3,3,3,1,0,183.2,102.8,Ovate,Yellow,Temperate,Very High,High
100,300,80,130,0,0,1,1,2,2,3,3,1,3,0,197.3,109.7,Ovate,Yellow,Temperate,Very High,High
300,100,130,80,0,0,1,1,2,2,3,3,3,1,0,209.0,100.7,Ovate,Yellow,Temperate,Very High,High
100,300,80,130,0,0,1,1,2,2,3,3,1,3,0,207.8,96.5,Ovate,Yellow,Temperate,Very High,High
300,100,130,80,0,0,1,1,2,2,3,3,3,1,0,201.2,104.2,Ovate,Yellow,Temperate,Very High,High
100,300,80,130,0,0,1,1,2,2,3,3,1,3,0,205.7,97.9,Ovate,Yellow,Temperate,Very High,High
300,100,130,80,0,0,1,1,2,2,3,3,3,1,0,193.0,108.6,Ovate,Yellow,Temperate,Very High,High
100,300,80,130,0,0,1,1,2,2,3,3,1,3,0,206.4,102.0,Ovate,Yellow,Temperate,Very High,High
300,100,130,80,0,0,1,1,2,2,3,3,3,1,0,207.3,102.0,Ovate,Yellow,Temperate,Very High,High
100,300,80,130,0,0,1,1,2,2,3,3,1,3,0,204.8,101.5,Ovate,Yellow,Temperate,Very High,High
300,100,130,80,0,0,1,1,2,2,3,3,3,1,0,217.3,98.1,Ovate,Yellow,Temperate,Very High,High
100,300,80,130,0,0,1,1,2,2,3,3,1,3,0,188.8,102.5,Ovate,Yellow,Temperate,Very High,High
300,300,130,110,0,3,1,0,2,4,3,3,3,3,0,309.3,110.5,Linear,White,Temperate,Very High,High
300,300,110,130,3,0,0,1,4,2,3,3,3,3,0,291.7,117.0,Linear,Intermediate,Arid,Very High,High
300,300,130,110,0,3,1,0,2,4,3,3,3,3,0,304.8,112.2,Ovate,Yellow,Arid,Very High,High
300,300,110,130,3,0,0,1,4,2,3,3,3,3,0,288.9,114.8,Linear,Intermediate,Temperate,Very High,High
300,300,130,110,0,3,1,0,2,4,3,3,3,3,0,280.1,129.0,Ovate,White,Temperate,Very High,High
300,300,110,130,3,0,0,1,4,2,3,3,3,3,0,271.9,109.0,Intermediate,White,Temperate,Very High,High
300,300,130,110,0,3,1,0,2,4,3,3,3,3,0,290.6,111.7,Intermediate,Intermediate,Temperate,Very High,High
300,300,110,130,3,0,0,1,4,2,3,3,3,3,0,289.9,123.5,Intermediate,Intermediate,Arid,Very High,High
300,300,130,110,0,3,1,0,2,4,3,3,3,3,0,307.0,129.1,Linear,Intermediate,Arid,Very High,High
300,300,110,130,3,0,0,1,4,2,3,3,3,3,0,288.9,125.8,Linear,White,Temperate,Very High,High
300,300,130,110,0,3,1,0,2,4,3,3,3,3,0,338.2,118.1,Ovate,White,Arid,Very High,High
300,300,110,130,3,0,0,1,4,2,3,3,3,3,0,252.0,124.5,Intermediate,Intermediate,Arid,Very High,High
300,300,130,110,0,3,1,0,2,4,3,3,3,3,0,310.9,117.4,Intermediate,Yellow,Temperate,Very High,High
300,300,110,130,3,0,0,1,4,2,3,3,3,3,0,302.5,130.6,Intermediate,Intermediate,Arid,Very High,High
300,300,130,110,0,3,1,0,2,4,3,3,3,3,0,290.5,110.1,Ovate,Yellow,Temperate,Very High,High
300,300,110,130,3,0,0,1,4,2,3,3,3,3,0,268.4,119.2,Ovate,Intermediate,Arid,Very High,High
300,250,130,90,0,3,1,2,2,5,3,3,3,1,0,276.3,114.5,Linear,Yellow,Semi-Arid,Very High,High
250,300,90,130,3,0,2,1,5,2,3,3,1,3,0,257.6,97.2,Intermediate,Intermediate,Semi-Arid,Very High,High
300,250,130,90,0,3,1,2,2,5,3,3,3,1,0,253.4,109.9,Intermediate,Intermediate,Semi-Arid,Very High,High
250,300,90,130,3,0,2,1,5,2,3,3,1,3,0,264.3,118.6,Intermediate,Intermediate,Semi-Arid,Very High,High
300,250,130,90,0,3,1,2,2,5,3,3,3,1,0,293.2,104.2,Intermediate,Intermediate,Semi-Arid,Very High,High
250,300,90,130,3,0,2,1,5,2,3,3,1,3,0,280.5,118.5,Intermediate,Yellow,Temperate,Very High,High
300,250,130,90,0,3,1,2,2,5,3,3,3,1,0,272.5,125.1,Linear,Yellow,Temperate,Very High,High
250,300,90,130,3,0,2,1,5,2,3,3,1,3,0,267.7,117.4,Ovate,Yellow,Temperate,Very High,High
300,250,130,90,0,3,1,2,2,5,3,3,3,1,0,256.6,128.0,Intermediate,Purple,Semi-Arid,Very High,High
250,300,90,130,3,0,2,1,5,2,3,3,1,3,0,288.1,110.0,Linear,Intermediate,Semi-Arid,Very High,High
300,250,130,90,0,3,1,2,2,5,3,3,3,1,0,266.0,113.4,Intermediate,Yellow,Temperate,Very High,High
250,300,90,130,3,0,2,1,5,2,3,3,1,3,0,281.7,114.8,Intermediate,Purple,Temperate,Very High,High
300,250,130,90,0,3,1,2,2,5,3,3,3,1,0,270.2,111.9,Intermediate,Yellow,Temperate,Very High,High
250,300,90,130,3,0,2,1,5,2,3,3,1,3,0,258.8,111.6,Ovate,Purple,Semi-Arid,Very High,High
300,250,130,90,0,3,1,2,2,5,3,3,3,1,0,279.5,112.0,Intermediate,Yellow,Temperate,Very High,High
250,300,90,130,3,0,2,1,5,2,3,3,1,3,0,265.2,108.6,Linear,Purple,Temperate,Very High,High
300,100,130,65,0,7,1,1,2,0,3,2,3,3,0,190.2,93.7,Ovate,Yellow,Tropical,Very High,High
100,300,65,130,7,0,1,1,0,2,2,3,3,3,0,200.7,91.2,Intermediate,Yellow,Tropical,Very High,High
300,100,130,65,0,7,1,1,2,0,3,2,3,3,0,196.1,101.3,Pinnate,Yellow,Temperate,Very High,High
100,300,65,130,7,0,1,1,0,2,2,3,3,3,0,195.3,101.2,Intermediate,Yellow,Tropical,Very High,High
300,100,130,65,0,7,1,1,2,0,3,2,3,3,0,193.0,95.8,Pinnate,Yellow,Tropical,Very High,High
100,300,65,130,7,0,1,1,0,2,2,3,3,3,0,209.6,89.5,Pinnate,Yellow,Temperate,Very High,High
300,100,130,65,0,7,1,1,2,0,3,2,3,3,0,189.9,99.2,Intermediate,Yellow,Temperate,Very High,High
100,300,65,130,7,0,1,1,0,2,2,3,3,3,0,210.2,97.8,Pinnate,Yellow,Tropical,Very High,High
300,100,130,65,0,7,1,1,2,0,3,2,3,3,0,205.2,94.8,Intermediate,Yellow,Temperate,Very High,High
100,300,65,130,7,0,1,1,0,2,2,3,3,3,0,216.8,101.3,Pinnate,Yellow,Temperate,Very High,High
300,100,130,65,0,7,1,1,2,0,3,2,3,3,0,203.5,105.1,Intermediate,Yellow,Tropical,Very High,High
100,300,65,130,7,0,1,1,0,2,2,3,3,3,0,207.1,99.8,Intermediate,Yellow,Temperate,Very High,High
300,100,130,65,0,7,1,1,2,0,3,2,3,3,0,205.6,99.0,Pinnate,Yellow,Tropical,Very High,High
100,300,65,130,7,0,1,1,0,2,2,3,3,3,0,210.4,95.2,Intermediate,Yellow,Tropical,Very High,High
300,100,130,65,0,7,1,1,2,0,3,2,3,3,0,204.9,88.4,Ovate,Yellow,Tropical,Very High,High
100,300,65,130,7,0,1,1,0,2,2,3,3,3,0,201.6,93.8,Intermediate,Yellow,Temperate,Very High,High
300,30,130,75,0,7,1,0,2,6,3,1,3,3,0,183.3,105.1,Ovate,White,Cool Temperate,Very High,High
30,300,75,130,7,0,0,1,6,2,1,3,3,3,0,171.1,114.4,Ovate,Intermediate,Temperate,Very High,High
300,30,130,75,0,7,1,0,2,6,3,1,3,3,0,162.7,100.7,Intermediate,Yellow,Cool Temperate,Very High,High
30,300,75,130,7,0,0,1,6,2,1,3,3,3,0,166.2,94.4,Pinnate,Intermediate,Temperate,Very High,High
300,30,130,75,0,7,1,0,2,6,3,1,3,3,0,165.9,104.8,Intermediate,Yellow,Temperate,Very High,High
30,300,75,130,7,0,0,1,6,2,1,3,3,3,0,178.2,105.0,Ovate,Intermediate,Temperate,Very High,High
300,30,130,75,0,7,1,0,2,6,3,1,3,3,0,177.5,90.0,Pinnate,White,Cool Temperate,Very High,High
30,300,75,130,7,0,0,1,6,2,1,3,3,3,0,167.1,107.9,Intermediate,White,Temperate,Very High,High
300,30,130,75,0,7,1,0,2,6,3,1,3,3,0,178.6,99.6,Ovate,Yellow,Cool Temperate,Very High,High
30,300,75,130,7,0,0,1,6,2,1,3,3,3,0,156.1,110.6,Intermediate,Intermediate,Cool Temperate,Very High,High
300,30,130,75,0,7,1,0,2,6,3,1,3,3,0,173.1,101.2,Ovate,White,Temperate,Very High,High
30,300,75,130,7,0,0,1,6,2,1,3,3,3,0,177.5,91.3,Intermediate,Intermediate,Cool Temperate,Very High,High
300,30,130,75,0,7,1,0,2,6,3,1,3,3,0,170.0,105.7,Intermediate,Intermediate,Cool Temperate,Very High,High
30,300,75,130,7,0,0,1,6,2,1,3,3,3,0,167.3,95.8,Pinnate,White,Cool Temperate,Very High,High
300,30,130,75,0,7,1,0,2,6,3,1,3,3,0,163.5,100.2,Intermediate,White,Cool Temperate,Very High,High
30,300,75,130,7,0,0,1,6,2,1,3,3,3,0,160.0,106.7,Ovate,Intermediate,Temperate,Very High,High
120,100,120,110,3,3,0,0,0,0,1,2,4,3,1,109.1,121.5,Linear,White,Tropical,Very High,Very High
100,120,110,120,3,3,0,0,0,0,2,1,3,4,1,107.2,110.3,Linear,White,Tropical,Very High,Very High
120,100,120,110,3,3,0,0,0,0,1,2,4,3,1,108.5,110.6,Linear,White,Tropical,Very High,Very High
100,120,110,120,3,3,0,0,0,0,2,1,3,4,1,117.5,109.0,Linear,White,Tropical,Very High,Very High
120,100,120,110,3,3,0,0,0,0,1,2,4,3,1,108.1,117.6,Linear,White,Tropical,Very High,Very High
100,120,110,120,3,3,0,0,0,0,2,1,3,4,1,113.0,117.2,Linear,White,Tropical,Very High,Very High
120,100,120,110,3,3,0,0,0,0,1,2,4,3,1,106.5,117.4,Linear,White,Tropical,Very High,Very High
100,120,110,120,3,3,0,0,0,0,2,1,3,4,1,116.1,114.8,Linear,White,Tropical,Very High,Very High
120,100,120,110,3,3,0,0,0,0,1,2,4,3,1,119.3,110.8,Linear,White,Tropical,Very High,Very High
100,120,110,120,3,3,0,0,0,0,2,1,3,4,1,107.8,127.2,Linear,White,Tropical,Very High,Very High
120,100,120,110,3,3,0,0,0,0,1,2,4,3,1,118.3,109.5,Linear,White,Tropical,Very High,Very High
100,120,110,120,3,3,0,0,0,0,2,1,3,4,1,122.4,118.5,Linear,White,Tropical,Very High,Very High
120,100,120,110,3,3,0,0,0,0,1,2,4,3,1,111.3,111.8,Linear,White,Tropical,Very High,Very High
100,120,110,120,3,3,0,0,0,0,2,1,3,4,1,110.4,122.4,Linear,White,Tropical,Very High,Very High
120,100,120,110,3,3,0,0,0,0,1,2,4,3,1,104.4,120.5,Linear,White,Tropical,Very High,Very High
100,120,110,120,3,3,0,0,0,0,2,1,3,4,1,112.3,115.5,Linear,White,Tropical,Very High,Very High
120,90,120,100,3,3,0,0,0,2,1,1,4,4,1,105.9,106.4,Linear,White,Tropical,Moderate,Very High
90,120,100,120,3,3,0,0,2,0,1,1,4,4,1,100.1,108.1,Linear,White,Temperate,Moderate,Very High
120,90,120,100,3,3,0,0,0,2,1,1,4,4,1,108.5,99.8,Linear,White,Tropical,Moderate,Very High
90,120,100,120,3,3,0,0,2,0,1,1,4,4,1,107.6,109.9,Linear,White,Tropical,Moderate,Very High
120,90,120,100,3,3,0,0,0,2,1,1,4,4,1,108.3,103.9,Linear,White,Tropical,Moderate,Very High
90,120,100,120,3,3,0,0,2,0,1,1,4,4,1,114.2,111.2,Linear,White,Temperate,Moderate,Very High
120,90,120,100,3,3,0,0,0,2,1,1,4,4,1,104.7,124.6,Linear,White,Tropical,Moderate,Very High
90,120,100,120,3,3,0,0,2,0,1,1,4,4,1,102.1,104.8,Linear,White,Tropical,Moderate,Very High
120,90,120,100,3,3,0,0,0,2,1,1,4,4,1,102.7,105.3,Linear,White,Temperate,Moderate,Very High
90,120,100,120,3,3,0,0,2,0,1,1,4,4,1,104.7,114.3,Linear,White,Tropical,Moderate,Very High
120,90,120,100,3,3,0,0,0,2,1,1,4,4,1,107.4,103.7,Linear,White,Tropical,Moderate,Very High
90,120,100,120,3,3,0,0,2,0,1,1,4,4,1,106.9,103.7,Linear,White,Tropical,Moderate,Very High
120,90,120,100,3,3,0,0,0,2,1,1,4,4,1,98.8,103.8,Linear,White,Temperate,Moderate,Very High
90,120,100,120,3,3,0,0,2,0,1,1,4,4,1,92.9,107.6,Linear,White,Tropical,Moderate,Very High
120,90,120,100,3,3,0,0,0,2,1,1,4,4,1,96.5,112.0,Linear,White,Tropical,Moderate,Very High
90,120,100,120,3,3,0,0,2,0,1,1,4,4,1,95.7,103.4,Linear,White,Tropical,Moderate,Very High
120,100,120,110,3,3,0,0,0,3,1,2,4,3,1,109.4,120.3,Linear,White,Tropical,Very High,Very High
100,120,110,120,3,3,0,0,3,0,2,1,3,4,1,112.6,124.4,Linear,White,Tropical,Very High,Very High
120,100,120,110,3,3,0,0,0,3,1,2,4,3,1,110.7,122.4,Linear,White,Mediterranean,Very High,Very High
100,120,110,120,3,3,0,0,3,0,2,1,3,4,1,109.2,123.5,Linear,White,Tropical,Very High,Very High
120,100,120,110,3,3,0,0,0,3,1,2,4,3,1,104.9,118.4,Linear,White,Tropical,Very High,Very High
100,120,110,120,3,3,0,0,3,0,2,1,3,4,1,109.6,118.3,Linear,White,Tropical,Very High,Very High
120,100,120,110,3,3,0,0,0,3,1,2,4,3,1,113.4,121.9,Linear,White,Tropical,Very High,Very High
